codice_iop;conferente;data_creazione;tipologia_infrastruttura;nome_infrastruttura;tipologia_opera;nome_opera;anno_entrata_esercizio;ellissoide;sistema_di_riferimento;coordinate_geografiche;regione;provincia;comune;ente_concedente;concessionario;ente_vigilante;codice_cup
FECX3786PNGHARBAB9;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3786;SOTTOVIA;Sottopasso m 8 luce km 28+178;1930;WGS84;EPSG:4326;POINT (8.656168498 44.6752396); ; ; ;RFI;RFI; ; 
FECX3786PNNJYFQPHN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3786;SOTTOVIA;Sottovia - Km. 30,807 di m 6 di luce;1930;WGS84;EPSG:4326;POINT (8.656168498 44.6752396); ; ; ;RFI;RFI; ; 
FECX3786PNTLYE7W2N;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3786;PONTE;Ponte - Km. 29,486 di ml 6 luce;1930;WGS84;EPSG:4326;POINT (10.7802648 44.6561852); ; ; ;RFI;RFI; ; 
FECX3787PNA1PTTCYP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;SOTTOVIA;Sottopassaggio - Km. 32,340;1930;WGS84;EPSG:4326;POINT (8.644639499 44.6466544); ; ; ;RFI;RFI; ; 
FECX3787PNBJK1HUMD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;SOTTOVIA;Sottopassaggio (bin. esterno) km 33+264;1930;WGS84;EPSG:4326;POINT (8.63469339 44.63075816); ; ; ;RFI;RFI; ; 
FECX3787PNDOOBPUPS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;PONTE;T.M. al km 33+102 su c.so Italia;2008;WGS84;EPSG:4326;POINT (8.63624867 44.63103797); ; ; ;RFI;RFI; ; 
FECX3787PNHIKDN5SI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;SOTTOVIA;Sottovia - Km. 31,494;1930;WGS84;EPSG:4326;POINT (8.644639499 44.6466544); ; ; ;RFI;RFI; ; 
FECX3787PNRRUE9AI1;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;SOTTOVIA;Sottopassaggio - Km. 32,245;1930;WGS84;EPSG:4326;POINT (8.644639499 44.6466544); ; ; ;RFI;RFI; ; 
FECX3787PNUJHGMU0O;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;SOTTOVIA;Sottopassaggio Km. 32,119;1930;WGS84;EPSG:4326;POINT (8.644639499 44.6466544); ; ; ;RFI;RFI; ; 
FECX3787PNZLPYGHZV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3787;VIADOTTO;Viadotto - km 31,922;1930;WGS84;EPSG:4326;POINT (8.64217994 44.643383); ; ; ;RFI;RFI; ; 
FECX3796PN3E1WGDLZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3796;SOTTOVIA;Sottovia ad arco m3,8 - Km. 56,740;1930;WGS84;EPSG:4326;POINT (8.500210196 44.66194969); ; ; ;RFI;RFI; ; 
FECX3796PNFL2TXNB5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3796;VIADOTTO;Viadotto Bormida n 15 arc m 15 km 57,238;1930;WGS84;EPSG:4326;POINT (8.48558996 44.67101822); ; ; ;RFI;RFI; ; 
FECX3797PN1BQYG5FQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3797;SOTTOVIA;Sottovia ad arco m 6 l km 51,525;1930;WGS84;EPSG:4326;POINT (8.550021797 44.6489007); ; ; ;RFI;RFI; ; 
FECX3797PN62OT4A0V;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3797;VIADOTTO;Viadotto Visone 5 luci m 12 km 54,954;1930;WGS84;EPSG:4326;POINT (8.50728756 44.65852761); ; ; ;RFI;RFI; ; 
FECX3797PN9J2QDXSY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3797;PONTE;Ponte ad arco m 10 - Km. 53,330;1930;WGS84;EPSG:4326;POINT (8.550021797 44.6489007); ; ; ;RFI;RFI; ; 
FECX3797PNJANUVZAR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3797;PONTE;T.M. CARAMAGNA km 52+685 (loc. Orbregno);1930;WGS84;EPSG:4326;POINT (8.53413883 44.65514644); ; ; ;RFI;RFI; ; 
FECX3797PNWLGQZYKL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3797;SOTTOVIA;Sottovia ad arco m 3 l km 55,258;1930;WGS84;EPSG:4326;POINT (8.550021797 44.6489007); ; ; ;RFI;RFI; ; 
FECX3798PN0WA6ULNP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3798;PONTE;T.M. CARAMAGNA km 50+940 (Loc Prasco);1930;WGS84;EPSG:4326;POINT (8.55265538 44.64649472); ; ; ;RFI;RFI; ; 
FECX3798PNA53VNDBQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3798;PONTE;Ponte ad arco m 6 - Km. 50,349;1930;WGS84;EPSG:4326;POINT (8.55799498 44.64243248); ; ; ;RFI;RFI; ; 
FECX3798PNKRRNBOAK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3798;PONTE;Ponte ad arco m 17 l km 51,083;1930;WGS84;EPSG:4326;POINT (8.55144131 44.64762755); ; ; ;RFI;RFI; ; 
FECX3798PNL3N61NYP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3798;PONTE;T.M. ORBA 3 arcate  Km 45+968;1930;WGS84;EPSG:4326;POINT (8.60465049 44.62193922); ; ; ;RFI;RFI; ; 
FECX3798PNL9NMZXZ4;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3798;SOTTOVIA;Sottovia m 3  - Km. 50,928;1930;WGS84;EPSG:4326;POINT (8.609915599 44.62197109); ; ; ;RFI;RFI; ; 
FECX3799PNI6ZBDGFQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3799;PONTE;Ponte obliquo ad arco m 8 - Km.43,829;1930;WGS84;EPSG:4326;POINT (8.632315494 44.6303732); ; ; ;RFI;RFI; ; 
FECX3800PN1XH5B25X;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;SOTTOVIA;Sottovia m 3 km 36,924;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PN2BSEKH1X;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;SOTTOVIA;Sottovia m 6 km 37,593;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PN7DEGQBYT;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;SOTTOVIA;Sottovia SS 456 M 7 KM 43+110;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNG70PPAXK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte luce m 22 km 38,025;1930;WGS84;EPSG:4326;POINT (10.7802648 44.6561852); ; ; ;RFI;RFI; ; 
FECX3800PNH5V8R8RA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte luce m 5 km 36,450;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNK9FKZQIZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte obliquo a 5 archi m 12 km 40,471;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNKMMRYP13;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte  m 7 km 41,894;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNQSNTKSON;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte  m 4 km 42,343;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNWWYTDXRV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte  m 4 km 37,803;1930;WGS84;EPSG:4326;POINT (8.668055594 44.5669482); ; ; ;RFI;RFI; ; 
FECX3800PNZKQHV70B;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;Ponte a 4 archi m 12,5 km 41,027;1930;WGS84;EPSG:4326;POINT (10.7802648 44.6561852); ; ; ;RFI;RFI; ; 
FECX3800PNZUA46JII;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3800;PONTE;T.M. STURA (Loc. Gnocchetto) km 39+443;2009;WGS84;EPSG:4326;POINT (8.66464143 44.61087826); ; ; ;RFI;RFI; ; 
FECX3801PN4FHZSJIK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;PONTE;T.M. Rio Luvolta al km 30,730;1930;WGS84;EPSG:4326;POINT (10.7802648 44.6561852); ; ; ;RFI;RFI; ; 
FECX3801PNACSJM1YD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;SOTTOVIA;Sottovia m 5 Km. 33+665;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3801PNDX6ZWD9L;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;PONTE;Ponte a 3 archi m 12 km 31,647;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3801PNOBD8TVKB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;SOTTOVIA;Sottopassaggio m 9,50 Km.30+405;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3801PNSYVTCYMF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;SOTTOVIA;Sottopassaggio m 3,50 Km.31+720;1930;WGS84;EPSG:4326;POINT (10.7802648 44.6561852); ; ; ;RFI;RFI; ; 
FECX3801PNVGEFY6PK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;PONTE;Ponte obliquo 3 luci m 10 km 29,395;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3801PNVRAI0FJP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;SOTTOVIA;Sottopassaggio m 2  Km. 30,490;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3801PNXBPYRS6H;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3801;PONTE;Ponte ad arco m 15 km 33,645;1930;WGS84;EPSG:4326;POINT (8.700893097 44.5309054); ; ; ;RFI;RFI; ; 
FECX3802PNXAOE65WD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3802;PONTE;Ponte obliquo ml 6 km 22,671;1930;WGS84;EPSG:4326;POINT (8.733965397 44.4727892); ; ; ;RFI;RFI; ; 
FECX3803PN9HWPJ5ZE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;VIADOTTO;Viadotto ceresolo 6archi m18,50 km19,860;1930;WGS84;EPSG:4326;POINT (8.75507518 44.45939362); ; ; ;RFI;RFI; ; 
FECX3803PN9SL3HUN1;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;VIADOTTO;Viadotto roveresso 3archi m12,5 km20,987;1930;WGS84;EPSG:4326;POINT (8.74235911 44.460167); ; ; ;RFI;RFI; ; 
FECX3803PNBD2OGBVQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;VIADOTTO;Viadotto turchino 3 archi m12,5 km21,635;1930;WGS84;EPSG:4326;POINT (8.73979161 44.46652737); ; ; ;RFI;RFI; ; 
FECX3803PNPHRGMBBP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;VIADOTTO;Viadotto novallo 4 archi m14 km 21,948;1930;WGS84;EPSG:4326;POINT (8.73810324 44.46947218); ; ; ;RFI;RFI; ; 
FECX3803PNUHBIT6YB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;SOTTOVIA;Sottopasso ml6  km 21,666;1930;WGS84;EPSG:4326;POINT (8.773202099 44.4587523); ; ; ;RFI;RFI; ; 
FECX3803PNZKZOWSH7;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3803;VIADOTTO;Viadotto acquasanta 11 archi km 18,519;1930;WGS84;EPSG:4326;POINT (8.77023787 44.46035297); ; ; ;RFI;RFI; ; 
FECX3804PNGAUO1WJH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3804;PONTE;Ponte m 6 km 17,964;1930;WGS84;EPSG:4326;POINT (8.823467597 44.44204859); ; ; ;RFI;RFI; ; 
FECX3804PNJ733BJ8A;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3804;PONTE;Ponte m 5 km 13,817;1930;WGS84;EPSG:4326;POINT (8.823467597 44.44204859); ; ; ;RFI;RFI; ; 
FECX3804PNM70PSMCR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3804;PONTE;Ponte m 4 km 14+940;1930;WGS84;EPSG:4326;POINT (8.79941745 44.44140573); ; ; ;RFI;RFI; ; 
FECX3805PNGVKGG0EF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3805;PONTE;Ponte - Km. 9,817;1930;WGS84;EPSG:4326;POINT (8.84174265 44.43338382); ; ; ;RFI;RFI; ; 
FECX3805PNJODLM0X3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3805;PONTE;Ponte RIO BOTTI km 11,248;1930;WGS84;EPSG:4326;POINT (8.845740698 44.4335999); ; ; ;RFI;RFI; ; 
FECX3805PNVUWGJ3SW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3805;SOTTOVIA;sottopassaggio km 10,293;1930;WGS84;EPSG:4326;POINT (8.83747831 44.43623398); ; ; ;RFI;RFI; ; 
FECX3805PNXJ7YVJZT;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3805;SOTTOVIA;PONTE SOTTOPASSO a 3 archi km 10,555;1930;WGS84;EPSG:4326;POINT (8.83523249 44.43732507); ; ; ;RFI;RFI; ; 
FECX3806PN7ERMWRDZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3806;VIADOTTO;Viadotto San Rocco di 5 archi km 8,353;1930;WGS84;EPSG:4326;POINT (8.86035686 44.4344266); ; ; ;RFI;RFI; ; 
FECX3806PNFV9USULY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3806;SOTTOVIA;Sottopasso km 7+868;1930;WGS84;EPSG:4326;POINT (8.860475974 44.43444306); ; ; ;RFI;RFI; ; 
FECX3806PNHHUIRJRR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3806;VIADOTTO;Viadotto Chiaravagna 10 archi km 8,780;1930;WGS84;EPSG:4326;POINT (8.85557766 44.43548074); ; ; ;RFI;RFI; ; 
FECX3806PNO4WBPBCG;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3806;SOTTOVIA;Sottopasso km 9+460;1930;WGS84;EPSG:4326;POINT (8.860475974 44.43444306); ; ; ;RFI;RFI; ; 
FECX3806PNUSGP9CD1;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3806;SOTTOVIA;Sottopasso km 9+005;1930;WGS84;EPSG:4326;POINT (8.860475974 44.43444306); ; ; ;RFI;RFI; ; 
FECX3939PNQHJJZ5GD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3939;PONTE;Ponte ad impalcato Km 72,991;1947;WGS84;EPSG:4326;POINT (10.97964353 44.15246866); ; ; ;RFI;RFI; ; 
FECX3940PN1TMADKD7;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3940;PONTE;Ponte ad arco sul Reno - Km 68,832;1863;WGS84;EPSG:4326;POINT (10.961261 44.1001299); ; ; ;RFI;RFI; ; 
FECX3940PNA18TPZDR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3940;VIADOTTO;Viadotto ad arco - Km 67,576;1863;WGS84;EPSG:4326;POINT (10.961261 44.1001299); ; ; ;RFI;RFI; ; 
FECX3940PNNQ1FK4DP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3940;PONTE;Ponte ad arco (Del Diavolo) - Km 67,374;1863;WGS84;EPSG:4326;POINT (10.961261 44.1001299); ; ; ;RFI;RFI; ; 
FECX3940PNP7XAJIHZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3940;PONTE;Ponte ad arco - Km 66,215;1863;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3941PNIONVXWP5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3941;PONTE;Ponte ad arco (fiume Reno) - Km 63,998;1947;WGS84;EPSG:4326;POINT (10.9482711 44.0863598); ; ; ;RFI;RFI; ; 
FECX3941PNVGIBISHN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3941;PONTE;Ponte ad arco (fiume Reno)- Km 65,022;1947;WGS84;EPSG:4326;POINT (10.9482711 44.0863598); ; ; ;RFI;RFI; ; 
FECX3941PNWWGVD1WR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3941;PONTE;Ponte ad arco - Km 64,668;1863;WGS84;EPSG:4326;POINT (10.9482711 44.0863598); ; ; ;RFI;RFI; ; 
FECX3942PN1GNZT7CL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco - Km 61,870;1863;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3942PN1NOQXJRS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco (fiume Reno) - Km 62,836;1947;WGS84;EPSG:4326;POINT (10.9069172 44.0547858); ; ; ;RFI;RFI; ; 
FECX3942PN4DYXOYFQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco(fosso Morello) - Km 60,517;1863;WGS84;EPSG:4326;POINT (10.9069172 44.0547858); ; ; ;RFI;RFI; ; 
FECX3942PNB3V8JVRV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco - Km 61,903;1863;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3942PNDQ4RPFBJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco(fosso Piattella)-Km 61,129;1863;WGS84;EPSG:4326;POINT (10.92536419 44.07337102); ; ; ;RFI;RFI; ; 
FECX3942PNK7YRMM9W;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco (fiume Reno) - Km 59+604;1947;WGS84;EPSG:4326;POINT (10.9069172 44.0547858); ; ; ;RFI;RFI; ; 
FECX3942PNKJ1VGB38;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco (torr.Orsigna) - Km 59,912;1863;WGS84;EPSG:4326;POINT (10.9069172 44.0547858); ; ; ;RFI;RFI; ; 
FECX3942PNMVUNYPRB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;VIADOTTO;Viadotto ad arco (Boboli) - Km 60,190;1863;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3942PNNGOL3K2N;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;PONTE;Ponte ad arco (fiume Reno) - Km 61,447;1947;WGS84;EPSG:4326;POINT (10.9069172 44.0547858); ; ; ;RFI;RFI; ; 
FECX3942PNR4E90E3D;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3942;SOTTOVIA;Sottovia ad arco (fosso Villa)-Km 58+858;1863;WGS84;EPSG:4326;POINT (10.90858333 44.05686604); ; ; ;RFI;RFI; ; 
FECX3943PN5SRVR0O4;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3943;PONTE;Ponte ad arco - Km 58,550;1864;WGS84;EPSG:4326;POINT (10.9066469 44.05444715); ; ; ;RFI;RFI; ; 
FECX3943PNLVSOHACT;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3943;VIADOTTO;Viadotto ad arco (tor.Ombrone)-Km 55,505;1947;WGS84;EPSG:4326;POINT (10.9148153 44.0279997); ; ; ;RFI;RFI; ; 
FECX3944PNXWXBDNNQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3944;PONTE;Ponte ad arco(fosso Cataldera)-Km 54,824;1864;WGS84;EPSG:4326;POINT (10.91539729 44.0123551); ; ; ;RFI;RFI; ; 
FECX3945PNHEH4HLJR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3945;PONTE;Ponte ad arco (fosso Castagno)-Km 53,046;1864;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3946PNRXZCPGJV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3946;VIADOTTO;Viadotto ad arco - Km 49,555;1947;WGS84;EPSG:4326;POINT (10.9013156 44.0097869); ; ; ;RFI;RFI; ; 
FECX3947PN2ZA0RGGY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;SOTTOVIA;Sottovia ad impalcato - Km 39,208;1983;WGS84;EPSG:4326;POINT (10.9080528 43.96882717); ; ; ;RFI;RFI; ; 
FECX3947PN5PB0K3ZU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;VIADOTTO;Viadotto ad arco(Fabbricaccia) Km 43,605;1947;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3947PNAMWA0AMW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;VIADOTTO;Viadotto ad arco (Fabbrica) - Km 42,926;1947;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3947PNB1JBQFVQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;VIADOTTO;Viadotto ad arco - Km 40,953;1947;WGS84;EPSG:4326;POINT (10.9100097 43.9654346); ; ; ;RFI;RFI; ; 
FECX3947PNEJFJFZF5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;SOTTOVIA;Sottovia ad arco - Km 40,328;1864;WGS84;EPSG:4326;POINT (10.9100097 43.9654346); ; ; ;RFI;RFI; ; 
FECX3947PNOJIN7ESR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3947;VIADOTTO;Viadotto ad arco (Castagno) - Km 44,583;1947;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3948PN1NTLMQ06;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3948;SOTTOVIA;Sottovia ad arco - Km 37,607;1864;WGS84;EPSG:4326;POINT (10.90444801 43.95663252); ; ; ;RFI;RFI; ; 
FECX3948PNCG5TUCI5;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3948;SOTTOVIA;Sottovia ad arco - Km 37,442;1864;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3948PNXFNRFF7F;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3948;VIADOTTO;Viadotto ad arco (Valdibrana)- Km 38,452;1864;WGS84;EPSG:4326;POINT (10.8316166 43.7013791); ; ; ;RFI;RFI; ; 
FECX3948PNZAGVO11M;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR3948;SOTTOVIA;Sottopasso scatolare - Km. 36,550;1980;WGS84;EPSG:4326;POINT (10.9040169 43.9365231); ; ; ;RFI;RFI; ; 
FECX4006PNMNXWCYKR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_COMPLEMENTARE;TR4006;PONTE;Ponte Scat.Canale Em.Romagnolo-Km.10+928;1987;WGS84;EPSG:4326;POINT (11.88767954 44.39751237); ; ; ;RFI;RFI; ; 
