source_id;event_id;source_role;source_type;source_title;source_url;publication_date;access_date;language;notes
SRC0164;B20.10.01;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0165;B20.10.02;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0166;B20.10.02;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0167;B20.10.02;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0168;B20.10.03;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0169;B20.10.03;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0170;B20.10.03;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0171;B20.10.04;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0172;B20.10.04;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0173;B20.10.04;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0174;B20.10.05;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0175;B20.10.05;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0176;B20.10.05;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0177;B20.10.06;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0178;B20.10.06;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0179;B20.10.06;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0180;B20.10.07;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0181;B20.10.07;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0182;B20.10.07;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0183;B20.10.08;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0184;B20.10.08;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0185;B20.10.08;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0186;B20.10.09;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0187;B20.10.09;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0188;B20.10.09;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0189;B20.10.10;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0190;B20.10.10;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0191;B20.10.10;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0192;B20.10.13;Official/Technical;Protezione Civile;Alluvione ottobre 2020 – Danni in 108 comuni del Piemonte;https://www.ansa.it/piemonte/notizie/2020/10/04/alluvione-in-piemonte-danni-in-108-comuni_3e6bad5b-29fb-4191-a5f8-637406bcc875.html;2020-10-04;2026-05-20;IT;ANSA report citing official Protezione Civile Regione Piemonte communication documenting 108 affected municipalities, active repair works and bridge collapses during the 2-3 October 2020 flood.
SRC0193;B20.10.13;News;ANSA;Maltempo Liguria e Piemonte: ponti crollati, morti e dispersi;https://www.ansa.it/sito/notizie/cronaca/2020/10/03/maltempo-_bb73b2fe-9153-4949-ba74-28b4ef9f858c.html;2020-10-03;2026-05-20;IT;National ANSA coverage documenting the catastrophic October 2020 flood event with multiple bridge collapses across Piemonte, Liguria and Valle d'Aosta.
SRC0194;B20.10.13;News;Montagna.TV;Alluvione in Piemonte: ponti crollati, dopo la catastrofe si contano i danni;https://www.montagna.tv/168089/alluvione-in-piemonte-dopo-la-catastrofe-si-contano-i-danni/;2020-10-05;2026-05-20;IT;Detailed post-event report listing the three confirmed bridge collapses (Sesia, Trebbia/Lenzino, Bagnasco/Tanaro) and documenting record rainfall exceeding 630 mm/24h in some locations.
SRC0195;B20.10.12;News;Il Fatto Quotidiano;Roma, crolla ponte ciclopedonale: era stato colpito da un camion;https://www.ilfattoquotidiano.it/2020/10/08/roma-crolla-ponte-ciclopedonale-era-stato-colpito-da-un-camion-le-immagini/5959090/;2020-10-08;2026-05-20;IT;National coverage documenting collapse of the Via Laurentina wooden cycle-pedestrian bridge caused by crane truck impact during manoeuvre.
SRC0196;B20.10.12;Official/Technical;Roma Capitale;Ponte ciclo-pedonale via Laurentina, iniziata manutenzione dopo il crollo del 2020;https://www.comune.roma.it/web/it/notizia/ponte-ciclo-pedonale-via-laurentina-iniziata-manutenzione.page;2021-07-14;2026-05-20;IT;Official Roma Capitale communication confirming the October 2020 collapse caused by truck impact and documenting the restoration works and span reinstallation programme.
SRC0197;B20.10.12;News;AGI;È crollato il ponte della pista ciclabile su via Laurentina;https://www.agi.it/cronaca/news/2020-10-08/crolla-ponte-su-pista-ciclabile-roma-via-laurentina-9891252/;2020-10-08;2026-05-20;IT;National news agency report documenting the collapse caused by crane truck impact and confirming no injuries as the bridge was unoccupied at the time.
SRC0198;B20.11.01;News;Quotidiano Piemontese;Cede un ponte a Pallanzeno, camion rimane in bilico sul canale;https://www.quotidianopiemontese.it/2020/11/07/cede-un-ponte-a-pallanzeno-camion-rimane-in-bilico-sul-canale/;2020-11-06;2026-05-20;IT;Regional news report documenting the overload-triggered collapse of the bridge over the Enel canal and the subsequent emergency response with the truck suspended overnight.
SRC0199;B20.11.01;News;La Repubblica;Pallanzeno, cede il ponte e il camion rimane incastrato tra le sponde del rio;https://torino.repubblica.it/cronaca/2020/11/06/news/pallanzeno_cede_il_ponte_e_il_camion_rimane_incastrate_tra_le_sponde_del_rio-273381335/;2023-12-24;2026-05-20;IT;La Repubblica doc
SRC0200;B20.11.01;News;La Stampa;Pallanzeno, il ponte ceduto con il peso del camion;https://www.lastampa.it/verbano-cusio-ossola/2020/11/06/fotogalleria/pallanzeo-il-ponte-ceduto-con-il-peso-del-camion-1.39508297/;2020-11-06;2026-05-20;IT;La Stampa doc
SRC0201;B20.11.03;News;ANSA;Maltempo: crolla ponte nel crotonese, nessun ferito;https://www.ansa.it/calabria/notizie/2020/11/22/-maltempo-crolla-ponte-nel-crotonese-nessun-ferito-_cd03d641-25b8-466f-8cb0-950fa4a8bce2.html;2020-11-22;2026-05-20;IT;ANSA Calabria direct report confirming total collapse of the bridge over the Iornito stream at Melissa (Crotone) following heavy rainfall on 22 November 2020.
SRC0202;B20.11.02;News;Il Crotonese;Maltempo, statale 106 chiusa all’altezza del ponte sul fiume Neto;https://www.ilcrotonese.it/2020/11/22/maltempo-statale-106-chiusa-allaltezza-del-ponte-sul-fiume-neto/1239349/;2020-11-22;2026-05-20;IT;Precautional close for a PC in Crotone
SRC0203;B20.11.04;News;Il Fatto Quotidiano;Maltempo in Sardegna, il fiume in piena abbatte un ponte nel Nuorese;https://www.ilfattoquotidiano.it/2020/11/28/maltempo-in-sardegna-il-fiume-in-piena-abbatte-un-ponte-nel-nuorese-le-immagini/6020003/;2020-11-28;2026-05-20;IT;Il Fatto Quotidiano news
SRC0204;B20.12.01;News;ANSA;Cede struttura ponte danneggiato dalla piena del Panaro;https://www.ansa.it/emiliaromagna/notizie/2020/12/24/cede-struttura-ponte-danneggiato-dalla-piena-del-panaro_863f243e-5e25-44ba-a83b-83a041106a2c.html;2020-12-06;2026-05-20;IT;Ansa official news
SRC0205;B20.12.02;News;Sky TG24;Maltempo, crolla un ponte su un torrente in Veneto: nessun ferito;https://www.tgcom24.mediaset.it/cronaca/veneto/maltempo-crolla-un-ponte-su-un-torrente-in-veneto-nessun-ferito_26274763-202002a.shtml;2020-12-06;2026-05-20;IT;Local press coverage documenting the hydraulic bridge collapse event.
SRC0206;B20.12.03;News;Corriere del Veneto;Maltempo, i volontari sopravvissuti al crollo del ponte sul Mis;https://corrieredelveneto.corriere.it/belluno/cronaca/20_dicembre_08/maltempo-volontari-sopravvissuti-crollo-ponte-mis-buio-acqua-stato-tutto-veloce-7b5d5b2c-393d-11eb-bacf-c338cbac7a85.shtml;2020-12-06;2026-05-20;IT;Local press coverage documenting the hydraulic bridge collapse event.
SRC0207;B20.04.02;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including the Albiano Magra collapse in its systematic survey of Italian bridge failures.
SRC0208;B20.04.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including the Gonessa overload collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0209;B20.05.01;News;Rai News;Crollato il viadotto sul fiume Paglia, i piloni gravemente dissestati;https://www.rainews.it/tgr/toscana/video/2020/03/tos-crollo-viadotto-puglia-radicofani-abbadia-san-salvatore-c30b3260-d822-415f-833a-892e3e5abcd8.html;2020-05-02;2026-05-20;IT;Rai News doc
SRC0210;B20.05.01;News;Today;Crolla il viadotto sul fiume Paglia: era chiuso per controlli;https://www.today.it/rassegna/viadotto-paglia.html;2020-05-02;2026-05-20;IT;Today rassegna news
SRC0211;B20.09.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including the Santa Maria di Galeria overload collapse in its systematic survey of Italian bridge failures.
SRC0212;B20.11.02;News;LaC News24;Maltempo Crotone, cronaca di un disastro: crollato ponte a Melissa;https://www.lacnews24.it/cronaca/maltempo-nel-crotonese-e-ancora-allerta-quello-che-accade-ora-per-ora-livevideo_127491/;2020-11-22;2026-05-20;IT;Regional Calabrian live coverage of the November 2020 Crotone flood event, explicitly reporting the bridge collapse at Melissa and the broader hydraulic emergency in the area.
SRC0213;B20.11.02;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0214;B20.11.03;News;ANSA;Maltempo: crolla ponte nel crotonese, nessun ferito;https://www.ansa.it/sito/notizie/cronaca/2020/11/22/maltempo-crolla-ponte-nel-crotonese-nessun-ferito_488d826d-a0ff-4b83-a34f-006d02f81efa.html;2020-11-22;2026-05-20;IT;ANSA national coverage confirming total collapse of the bridge over the Iornito stream at Melissa (Crotone) caused by heavy rainfall on 22 November 2020.
SRC0215;B20.11.03;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0216;B20.11.04;News;L'Unione Sarda;Alluvione di Bitti, la Procura apre un'inchiesta per disastro colposo;https://www.unionesarda.it/articolo/news-sardegna/nuoro-provincia/2020/11/30/alluvione-di-bitti-aperta-un-inchiesta-per-disastro-colposo-136-1088727.html;2020-11-30;2026-05-20;IT;Regional Sardinian news report documenting the November 2020 Bitti flood disaster during which multiple bridges were damaged or destroyed, and confirming judicial investigation opened for culpable collapse.
SRC0217;B20.11.04;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0218;B20.12.01;News;Gazzetta di Modena;Emergenza fiumi: cede l'argine del Panaro, Ponte Samone a rischio crollo;https://www.gazzettadimodena.it/modena/cronaca/2020/12/06/news/emergenza-fiumi-cede-l-argine-del-panaro-in-zona-gaggio-evacuate-diverse-abitazioni-tra-gaggio-e-nonantola-1.39626661;2020-12-06;2026-05-20;IT;Local Modena newspaper documenting the December 2020 Panaro river flood event, pillar collapse at Ponte Samone and emergency closure of the SP26.
SRC0219;B20.12.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0220;B20.12.02;News;La Repubblica;Crolla il ponte, precipita mezzo dei Vigili del fuoco: come ci siamo salvati a Gosaldo;https://www.repubblica.it/cronaca/2020/12/06/video/maltempo_belluno_crolla_un_ponte_pedonale_a_gosaldo_e_il_secondo_nella_zona-422489706/;2020-12-09;2026-05-20;IT;La Repubblica video documentation
SRC0221;B20.12.02;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0222;B20.12.03;News;Corriere delle Alpi;Danni del meteo: Corde Mole e Ren presto sistemati. Due ponti crollati a Gosaldo;https://www.corrierealpi.it/belluno/acquedotto-volante-e-protesta-a-gosaldo-cuufa6nz;2021-10-06;2026-05-20;IT;Follow-up article confirming that both bridges (cycle-pedestrian and municipal) collapsed at Gosaldo in December 2020 and documenting the ongoing reconstruction situation.
SRC0223;B20.12.03;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;Peer-reviewed paper including this collapse in its systematic survey of Italian bridge failures in the 21st century.
SRC0224;B19.03.01;Official/Technical;Provincia di Como;Ordinanza chiusura SP 32 Novedratese - Ponte Carimate via dei Giovi;https://www.ciaocomo.it/2019/03/18/ponte-danneggiato-da-un-camion-novedratese-chiusa-per-almeno-tre-mesi/173696/;2019-03-18;2026-05-20;IT;Report including full text of the official Provincial closure ordinance confirming the SP32 bridge was severely damaged by an oversized vehicle and required demolition and full reconstruction.
SRC0225;B19.03.01;News;QuiComo;A rischio crollo il ponte danneggiato dal tir a Carimate: Novedratese chiusa per 3 mesi;https://www.quicomo.it/guida/viabilita/novedratese-chiusa-ponte-danneggiato-carimate.html;2019-03-18;2026-05-20;IT;Local news report documenting the truck impact event, structural damage assessment confirming severing of rebar in all RC beams, and 3-month closure of the SP 32 Novedratese.
SRC0226;B19.03.01;News;Il Giorno;Carimate, danni al ponte: Novedratese chiusa per tre mesi;https://www.ilgiorno.it/como/cronaca/ponte-novedratese-fdb265bf;2019-03-19;2026-05-20;IT;Regional newspaper report describing the impact event in detail and quoting local mayors on the severe traffic consequences of the closure for the Canturino and Brianza areas.
SRC0227;B19.08.01;News;Corriere della Calabria;Cede un ponte appena inaugurato, isolate 3 famiglie a Cropani;https://www.corrieredellacalabria.it/2019/08/30/cede-un-ponte-appena-inaugurato-isolate-3-famiglie-a-cropani-video/;2019-08-30;2026-05-20;IT;Calabrian regional news outlet archive page referencing residents of Cropani having filed complaints about a viaduct on the SS106 before its collapse in August 2019.
SRC0228;B19.08.01;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-20;EN;"Peer-reviewed paper including the Cropani SS106 collapse in its systematic survey of Italian bridge failures; confirms Design and Construction as cause category."
SRC0229;B19.08.01;News;Rai News;Crollo del ponte di Cropani: cinque persone a giudizio;https://www.rainews.it/tgr/calabria/articoli/2022/12/crollo-del-ponte-di-cropani-cinque-persone-a-giudizio-51d2b724-3b28-4ae8-bb70-eb8595ccf6f8.html;2022-12-09;2026-05-20;IT;Rai News doc
SRC0230;B19.10.01;Official/Technical;ARPA Piemonte;Rapporto evento idrometerologico 19-24 ottobre 2019 – Parte II;https://www.arpa.piemonte.it/sites/default/files/media/2024-05/Rapporto%20evento%2019-24%20ottobre%202019%20parteII.pdf;2019-10-23;2026-05-20;IT;Official ARPA Piemonte technical report documenting the October 2019 flood event, explicitly confirming the collapse of the SP155 bridge over the Rio Albedosa at Capriata d'Orba and describing the hydraulic conditions and the one fatality.
SRC0231;B19.10.01;News;Torino Today / ANSA;Alluvione nell'Alessandrino: morto autista Fabrizio Torre a Capriata d'Orba, crollato ponte;https://www.torinotoday.it/cronaca/alluvione-alessandrino-morto-capriata-orba.html;2019-10-22;2026-05-20;IT;News report confirming total collapse of the SP155 bridge over the Rio Albedosa and documenting the one fatality: Fabrizio Torre, 52, from Sale, whose vehicle was swept away.
SRC0232;B19.10.01;News;Il Piccolo / Giornale7;È crollato il ponte sull'Albedosa SP155 tra Pratalborato e Capriata d'Orba;https://www.giornale7.it/capriata-dorba-riaperta-a-febbraio-la-provinciale-155-novi-ovada/;2019-10-22;2026-05-20;IT;Local news confirming collapse of the SP155 bridge over the Albedosa during the October 2019 Alessandrino flood and documenting the extended closure and provisional bridge construction.
SRC0233;B19.11.01;Official/Technical;Autostrada dei Fiori;Viadotto Madonna del Monte A6: comunicato ufficiale del crollo e ricostruzione;https://www.autostradadeifiori.it/autostrada-dei-fiori-viadotto-madonna-del-monte/;2019-11-24;2026-05-20;IT;Official concessionaire statement documenting the landslide event, extent of structural damage (20-40 metres of deck destroyed), emergency measures and reconstruction timeline.
SRC0234;B19.11.01;News;ANSA;Inaugurato viadotto sull'A6 crollato per una frana, ricostruito in 88 giorni;https://www.ansa.it/canale_motori/notizie/attualita/2020/02/21/inaugurato-viadotto-sulla6-crollato-per-una-frana_f635e9ce-d855-4bdd-9094-a7c8c1500557.html;2020-02-21;2026-05-20;IT;ANSA report on reopening of the rebuilt viadotto, confirming the 24 November 2019 collapse caused by a 15,000 m³ landslide and recounting the narrow escape thanks to security guard Daniele Cassol.
SRC0235;B19.11.01;News;Savona News;24 novembre 2019, un anno dal crollo del viadotto dell'A6 Torino-Savona;https://www.savonanews.it/2020/11/24/leggi-notizia/argomenti/cronaca-2/articolo/24-novembre-2019-un-anno-dal-crollo-del-viadotto-della6-torino-savona-1.html;2020-11-24;2026-05-20;IT;Anniversary article documenting the collapse in full detail: landslide origin, structural damage, near-miss with the bus, and the rapid reconstruction completed in less than 3 months.
SRC0236;B19.12.01;News;Il Mattino;Castellammare, crolla un ponte sul fiume Sarno e blocca tutta l'acqua;https://www.ilmattino.it/napoli/cronaca/maltempo_fiume_crollo_ponte_sarno_castellammare-4940780.html;2019-12-21;2026-05-20;IT;National daily report documenting the hydraulic collapse of the pedestrian bridge over the Sarno in via Ripuaria, Castellammare di Stabia, and the risk of debris damming the river.
SRC0237;B19.12.01;News;Positano News;Castellammare di Stabia. Il Sarno straripa e abbatte un ponte;https://www.positanonews.it/2019/12/castellammare-stabia-sarno-straripa-abbatte-un-ponte/3350719/;2019-12-21;2026-05-20;IT;Local Campania news report confirming Sarno river overflow during severe rainfall, collapse of the via Ripuaria pedestrian bridge, and isolation of nearby residents.
