event_id;event_slug;date;municipality;province;region;latitude;longitude;bridge_crossing_type;bridge_crossing_name;destination_use;collapse_severity;victims;injuries;triggered;cause_category;specific_cause;source_confidence;exact_location;bridge_name;structural_type;material_type;construction_year;curation_level;description
B00.10.36;pragelato-2000;2000-10-13;Pragelato;Torino;Piemonte;45.0302;6.9602;waterway;Chisone stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge over the Chisone stream near Pragelato (Torino) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.37;quincinetto-2000;2000-10-13;Quincinetto;Torino;Piemonte;45.5703;7.8055;waterway;Dora Baltea river;Railway;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Truss;Steel;;Standard;Total collapse of a railway bridge over the Dora Baltea river near Quincinetto (Torino) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Torino-Aosta railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.38;san-germano-chisone-2000-2;2000-10-13;San Germano Chisone;Torino;Piemonte;44.9147;7.2435;waterway;Chisone stream;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge over the Chisone stream near San Germano Chisone (Torino) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.39;pianetto-2000;2000-10-13;Pianetto;Torino;Piemonte;45.5388;7.5752;waterway;Soana stream;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial bridge over the Soana stream near Pianetto (Torino) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Soana area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.40;alagna-2000;2000-10-13;Alagna;Torino;Piemonte;45.8477;7.9395;waterway;Otro stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Otro stream near Alagna Valsesia (Vercelli) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Otro area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.41;vercelli-2000;2000-10-13;Vercelli;Vercelli;Piemonte;45.3031431459588;8.47076161504581;waterway;Dora Baltea river;Motorway;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a motorway bridge over the Rotto canal near Vercelli on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (A26 motorway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.10.42;issime-2000;2000-10-13;Issime;Aosta;Valle d'Aosta (Valle d'Aoste);45.6771;7.8571;waterway;Lys stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Lys stream in Issime (Aosta, Valle d'Aosta) on 13-16 October 2000. The Regione VdA Casa e Pericoli register for Issime explicitly documents the collapse of the Ponte del Giubileo during the October 2000 alluvione, which devastated the Val del Lys with 320mm of rainfall. Total collapse during the catastrophic alluvione of 13-16 October 2000 in Valle d'Aosta, which caused 20 deaths and €1.5 billion of damage. The Regione VdA documentation explicitly records bridge collapses across the Lys valley (Issime) during the event, which produced 320mm rainfall in the Lys basin and 456mm in Cogne — both well above the 220mm regional average. No fatalities directly attributed to this specific collapse.
B00.10.43;comune-di-strambino-2000;2000-10-13;Comune di Strambino;Torino;Piemonte;45.4133;7.8924;waterway;Chiusella stream;Railway;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Steel;;Standard;Total collapse of a railway bridge over the Chiusella stream near Strambino (Torino) on 13-16 October 2000, as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Canavese railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse.
B00.11.01;filattiera-2000;2000-11-13;Filattiera;Massa-Carrara;Toscana;44.3243422443156;9.93616508129413;waterway;Orzanella stream;Provincial/Regional;TC;1;0;TRUE;Natural;Hydraulic;High;FALSE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Orzanella stream near Filattiera (Massa-Carrara, Tuscany) on 13 November 2000, triggered by hydraulic forces during intense autumn rainfall. One person was killed in the collapse. Filattiera is a municipality in the Lunigiana area of the Apennines, where the Orzanella flows into the Magra river system.
B00.12.01;occhiobello-2000;2000-12-15;Occhiobello;Rovigo;Veneto;44.9225383726766;11.5899362532973;road;A13;Provincial/Regional;TC;1;1;TRUE;Human-induced;Impact;High;TRUE;;Overpass;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the A13 motorway near Occhiobello (Rovigo, Veneto) on 15 December 2000, caused by the impact of a heavy goods vehicle (Human-induced/Impact). One person was killed in the collapse. Occhiobello is a municipality in the Po delta area where the A13 motorway crosses the Po river and connects Padova to Bologna.
B01.03.01;bologna-2001;2001-03-17;Bologna;Bologna;Emilia-Romagna;44.5040572644014;11.3536555374575;railway;Bologna Centrale;National;TC;0;0;TRUE;Human-induced;Design and Construction;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;"Total collapse of a bridge crossing the railway tracks near Bologna Centrale (Bologna, Emilia-Romagna) on 17 March 2001, attributed to design and construction defects (triggered=TRUE). The collapse likely occurred in the context of the major infrastructure works underway in the Bologna railway node during this period, which included the Passante ferroviario di Bologna (TAV high-speed line, under construction 1996–2009) and related road-over-rail crossings. No fatalities or injuries were reported. Specific documentation for this event is not recoverable from online sources dating from 2001; it is confirmed by the peer-reviewed systematic survey of Italian bridge collapses (Journal Paper)."
B02.05.01;germignaga-2002;2002-05-03;Germignaga;Varese;Lombardia;45.9894;8.7365;waterway;Margorabbia stream;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Margorabbia stream near Germignaga (Varese, Lombardy) on 3 May 2002, triggered by hydraulic forces during spring rainfall. The Margorabbia is a stream flowing from Lake Maggiore's hinterland. No fatalities or injuries were reported.
B02.06.01;netro-2002;2002-06-05;Netro;Biella;Piemonte;45.5415;7.9595;waterway;Rio Ara;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rio Ara near Netro (Biella, Piemonte) on 5 June 2002, part of the major Valle Cervo flood event. Total collapse during the major flood event that struck the Valle Cervo and Biellese on 5 June 2002. The Cervo river and its tributaries (Rio Ara, Rio Borghesi, Rio Piaro) overflowed catastrophically, destroying multiple bridges on 5 June 2002. The 2002 alluvione is documented as one of the two major flood events in the Cervo valley's modern history alongside the devastating 1968 flood (58 deaths). No fatalities or injuries were reported from this specific collapse.
B02.06.02;campiglia-cervo-2002-1;2002-06-05;Campiglia Cervo;Biella;Piemonte;45.662;8.002;waterway;Rio Borghesi;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio Borghesi near Campiglia Cervo (Biella, Piemonte) on 5 June 2002, part of the major Valle Cervo flood event. Total collapse during the major flood event that struck the Valle Cervo and Biellese on 5 June 2002. The Cervo river and its tributaries (Rio Ara, Rio Borghesi, Rio Piaro) overflowed catastrophically, destroying multiple bridges on 5 June 2002. The 2002 alluvione is documented as one of the two major flood events in the Cervo valley's modern history alongside the devastating 1968 flood (58 deaths). No fatalities or injuries were reported from this specific collapse.
B02.06.03;biella-2002;2002-06-05;Biella;Biella;Piemonte;45.5753;8.0526;waterway;Cervo stream;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Cervo stream in Biella (Piemonte) on 5 June 2002, part of the major Valle Cervo flood event. Total collapse during the major flood event that struck the Valle Cervo and Biellese on 5 June 2002. The Cervo river and its tributaries (Rio Ara, Rio Borghesi, Rio Piaro) overflowed catastrophically, destroying multiple bridges on 5 June 2002. The 2002 alluvione is documented as one of the two major flood events in the Cervo valley's modern history alongside the devastating 1968 flood (58 deaths). No fatalities or injuries were reported from this specific collapse.
B02.06.04;campiglia-cervo-2002-2;2002-06-05;Campiglia Cervo;Biella;Piemonte;45.6641;7.9984;waterway;Rio Piaro;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Rio Piaro near Campiglia Cervo (Biella, Piemonte) on 5 June 2002, part of the major Valle Cervo flood event. Total collapse during the major flood event that struck the Valle Cervo and Biellese on 5 June 2002. The Cervo river and its tributaries (Rio Ara, Rio Borghesi, Rio Piaro) overflowed catastrophically, destroying multiple bridges on 5 June 2002. The 2002 alluvione is documented as one of the two major flood events in the Cervo valley's modern history alongside the devastating 1968 flood (58 deaths). No fatalities or injuries were reported from this specific collapse.
B02.06.05;valsavarenche-2002-1;2002-06-23;Valsavarenche;Aosta;Valle d'Aosta (Valle d'Aoste);45.6025;7.2036;waterway;Maisoncle stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Maisoncle stream in Valsavarenche (Aosta, Valle d'Aosta) on 23 June 2002, part of the intense summer rainfall event that struck the Gran Paradiso area. A second bridge on the same stream collapsed on the same day (B02.06.06). No fatalities or injuries were reported.
B02.06.06;valsavarenche-2002-2;2002-06-23;Valsavarenche;Aosta;Valle d'Aosta (Valle d'Aoste);45.6162;7.2007;waterway;Maisoncle stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a second provincial/regional bridge over the Maisoncle stream in Valsavarenche (Aosta, Valle d'Aosta) on 23 June 2002, part of the same intense summer rainfall event that caused B02.06.05. No fatalities or injuries were reported.
B02.07.01;entracque-2002;2002-07-15;Entracque;Cuneo;Piemonte;44.2338709247872;7.3977410888111;waterway;Gesso stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Gesso stream near Entracque (Cuneo, Piemonte) on 15 July 2002. Total collapse during the major summer flood that struck the Valle Gesso on 15 July 2002. The Gesso torrent overflowed destroying multiple bridges in a single day. The Valle Gesso is chronically flood-prone: major alluvioni struck in 2002 and again in October 2020 (which destroyed kilometres of roads and multiple bridges near Entracque, Valdieri and Roccavione). No fatalities or injuries were reported from this specific collapse.
B02.07.02;roccavione-2002;2002-07-15;Roccavione;Cuneo;Piemonte;44.3627;7.5406;waterway;Gesso stream;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Gesso stream near Roccavione (Cuneo, Piemonte) on 15 July 2002. Total collapse during the major summer flood that struck the Valle Gesso on 15 July 2002. The Gesso torrent overflowed destroying multiple bridges in a single day. The Valle Gesso is chronically flood-prone: major alluvioni struck in 2002 and again in October 2020 (which destroyed kilometres of roads and multiple bridges near Entracque, Valdieri and Roccavione). No fatalities or injuries were reported from this specific collapse.
B02.07.03;boves-2002;2002-07-15;Boves;Cuneo;Piemonte;44.355413820189;7.53252380688468;waterway;Gesso stream;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;FALSE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Gesso stream near Boves (Cuneo, Piemonte) on 15 July 2002. Total collapse during the major summer flood that struck the Valle Gesso on 15 July 2002. The Gesso torrent overflowed destroying multiple bridges in a single day. The Valle Gesso is chronically flood-prone: major alluvioni struck in 2002 and again in October 2020 (which destroyed kilometres of roads and multiple bridges near Entracque, Valdieri and Roccavione). No fatalities or injuries were reported from this specific collapse.
B02.11.01;arquata-scrivia-2002;2002-11-26;Arquata Scrivia;Alessandria;Piemonte;44.6886;8.8998;waterway;Scrivia stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;"Total collapse of a provincial/regional bridge over the Scrivia stream near Arquata Scrivia (Alessandria, Piemonte) on 26 November 2002, triggered by autumn flooding. The Scrivia is a major Apennine tributary of the Po flowing through the Alessandria province; Arquata Scrivia lies at the foot of the Appennines where the Scrivia enters the plain. No fatalities or injuries were reported."
B03.01.01;montenero-2003;2003-01-25;Montenero;Campobasso;Molise;42.06;14.8;waterway;Trigno river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte sul Trigno;Beam bridge;Reinforced concrete;;Standard;Total collapse of the provincial road bridge over the Trigno river connecting Montenero di Bisaccia (Campobasso, Molise) with San Salvo (Chieti, Abruzzo) on 25 January 2003 at 12:58, triggered by the catastrophic flooding of the Trigno during a violent three-day alluvione. The fifth pier gave way in front of a crowd of onlookers, cutting the main road connection between Molise and Abruzzo for months. A temporary bailey bridge was opened in June 2003 as an emergency measure but suffered repeated flooding closures. Reconstruction began in December 2005 following prolonged bureaucratic delays between the provinces of Campobasso and Chieti. The new permanent bridge was inaugurated in December 2006. No fatalities or injuries were reported from this collapse. The same bridge structure collapsed again during the April 2026 Molise flood event.
B03.08.01;pontebba-2003;2003-08-29;Pontebba;Udine;Friuli-Venezia Giulia;46.4823;13.3001;waterway;Fella river;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Pietratagliata;Beam bridge;Reinforced concrete;;Standard;Total collapse of the bridge over the Fella river connecting the fraction of Pietratagliata to the SS13 Pontebbana national road near Pontebba (Udine, Friuli-Venezia Giulia) on 29 August 2003, caused by the catastrophic flash flood that struck the Val Canale and Canal del Ferro area, with 400mm falling in a few hours — one of the most intense precipitation events ever recorded in the eastern Italian Alps. The collapse isolated the fraction of Pietratagliata for days. The broader event caused 2 deaths (Gerti Schnabl in Ugovizza, Bruno Urli in Malborghetto) and mobilised 2,687 civil protection volunteers. Reconstruction of the bridge and the SS13 access road required 6 years and €13.4 million. No fatalities directly attributed to this specific collapse.
B03.09.01;massafra-2003;2003-09-08;Massafra;Taranto;Puglia;40.6013116311144;17.0716591058672;urban area;Contrada Piano di Cernera;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;FALSE;Ponte di Cernera;Beam bridge;Reinforced concrete;;Standard;Total collapse of the Ponte di Cernera on the SP (ex-SP41) in the Contrada Piano di Cernera, territory of Massafra (Taranto, Apulia) on 8 September 2003, caused by the catastrophic flash flood that struck the western Taranto province with 212mm of rain in less than 24 hours at Massafra, 225mm at Castellaneta. The broader event killed two people (Cosimo Filiberto Fanelli and Domenico Quarato) and caused €28 million of damage in Palagiano alone. No fatalities directly attributed to this specific bridge collapse. The bridge was subsequently rebuilt but collapsed again during the October 2005 flood (B05.10.01), requiring a second reconstruction project managed by PPV Consulting.
B04.10.01;torino-di-sangro-marina-2004;2004-10-24;Torino di Sangro Marina;Chieti;Abruzzo;42.2343;14.5409;waterway;Sangro river;National;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;"Total collapse of a national road bridge on the SS16 Adriatica over the Sangro river near Torino di Sangro Marina (Chieti, Abruzzo) on 24 October 2004, triggered by hydraulic forces during intense autumn rainfall causing the Sangro to flood. The Sangro is a major Abruzzese river flowing into the Adriatic Sea; its lower valley is prone to flooding during autumn and winter storms. No fatalities or injuries were reported."
B04.12.01;nuoro-2004;2004-12-08;Nuoro;Nuoro;Sardegna;40.3718;9.591;waterway;Taloro river;National;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a national road bridge over the Taloro river near Nuoro (Sardinia) on 8 December 2004, triggered by hydraulic forces during the severe autumn flooding that struck central Sardinia. The Taloro is a major tributary of the Tirso in the Nuoro province, known for powerful floods. No fatalities or injuries were reported.
B04.12.02;tramonti-di-sopra-2004;2004-12-15;Tramonti di Sopra;Pordenone;Friuli-Venezia Giulia;46.3068;12.7961;waterway;Vielia stream;National;TC;0;1;TRUE;Human-induced;Design and Construction;HIgh;TRUE;Ponte Chiavalir;Beam bridge;Reinforced concrete;2004;Standard;"Total collapse of the Ponte Chiavalir on the SR552 (Strada Regionale 552 del Passo Rest) over the torrente Vielia at Tramonti di Sopra (Pordenone, Friuli-Venezia Giulia) on 15 December 2004 at approximately 10:00, during a static load test (collaudo statico) one hour before the official commissioning ceremony. Three trucks loaded with gravel were placed on the 30-metre span to verify its structural capacity; the bridge bent into a V-shape and all three trucks fell into the Vielia stream. Driver Angelo Picotto (75, Mortegliano) was trapped in his cab and sustained non-serious injuries; the other two drivers escaped. Expert investigation attributed the collapse to missing bolts and irregularities in construction execution. In December 2011, the Cassazione confirmed convictions for 4 of 6 defendants: designer Michele Artusato (1 year), site manager Franco Fusciello (8 months), builders Walter Ortolan and Domenico Bruno (1 year 4 months), and surveyor Vigilio Ciriani (1 year). The DB lists municipality as Tramonti di Sotto — corrected to Tramonti di Sopra based on all sources."
B04.05.01;sinigo-2004;2004-05-10;Sinigo;Bolzano;Trentino-Alto Adige (Trentino-Südtirol);46.632183512949;11.2163839443513;waterway;Rio Sinigo;Provincial/Regional;PC;0;0;FALSE;Human-induced;Design and Construction;High;FALSE;Ponte SP98 sul Rio Sinigo;Beam bridge;Prestressed concrete;2004;Standard;Partial collapse of the new bridge on the SP98 provincial road over the Rio Sinigo near Sinigo (Merano, Bolzano, Trentino-Alto Adige) on 10 May 2004, caused by design and construction defects. The structure — a 125-metre prestressed concrete box girder (cassone monocellulare) with post-tensioned cables — failed spontaneously without any external trigger during or shortly after construction. The collapse was cited in a national technical survey as a case study of errors in construction and absence of systematic inspection. No fatalities or injuries were reported.
B05.06.01;capo-di-ponte-2005;2005-06-27;Capo di Ponte;Brescia;Lombardia;46.0365;10.3479;waterway;Oglio river;National;TC;1;4;TRUE;Human-induced;Design and Construction;High;TRUE;;Beam bridge;Reinforced concrete;;Flagship;"Total collapse of a national road bridge over the Oglio river on the SS42 del Tonale e della Mendola near Capo di Ponte (Brescia, Lombardy) on 27 June 2005. One person was killed and four were injured when the bridge structure failed. The collapse was attributed to design and construction defects. Capo di Ponte is a municipality in Val Camonica whose name derives from its historical position at the head of a bridge over the Oglio river; the SS42 is the main valley artery connecting the Brescia plain with the Alpine passes. The Procura di Brescia opened an investigation."
B05.10.01;massafra-2005;2005-10-08;Massafra;Taranto;Puglia;40.6171442428624;17.1290465724702;valley;Municipality of Massafra;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over a valley (gravina) in the municipality of Massafra (Taranto, Apulia) on 8 October 2005, triggered by hydraulic forces during the intense autumn rainfall that struck the Taranto area. Massafra is known for its deep gravina ravine system. No fatalities or injuries were reported.
B05.10.02;cassano-delle-murge-2005;2005-10-23;Cassano delle Murge;Bari;Puglia;40.9103;16.7601;road;SP184;Provincial/Regional;TC;5;2;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Flagship;Total collapse of the bridge on the SP184 provincial road over a dry riverbed near Cassano delle Murge (Bari, Apulia) on the night of 23 October 2005, triggered by the catastrophic rainfall event (equivalent to Apulia's entire annual average falling in three hours) that struck the Bari province. Five people were killed when their vehicles crossed or were near the bridge as it gave way. Two additional people were injured. The collapse occurred the night before the Eurostar 9410 train derailment (24 October 2005, 35 injured), both caused by the same exceptional meteorological event described by Protezione Civile president Guido Bertolaso as an 'exceptional climate event.' A car was also swept into the sea in Bari city during the same event, killing one more person. The broader event caused at least 7 deaths across Apulia.
B05.10.03;comune-di-adelfia-2005;2005-10-23;Comune di Adelfia;Bari;Puglia;41.0297;16.8336;road;SP21;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of the bridge on the SP21 provincial road near Adelfia (Bari, Apulia) on 23 October 2005, triggered by the same catastrophic rainfall event that destroyed the Cassano delle Murge bridge and caused the Eurostar 9410 derailment. The collapse flooded many roads and contributed to the isolation of parts of the Bari hinterland. No fatalities directly attributed to this specific collapse.
B05.11.01;villanova-d-asti-2005;2005-11-15;Villanova d'Asti;Torino;Piemonte;44.963093;7.948959;railway;Torino-Genova;Cycle-pedestrian;TC;0;2;FALSE;Human-induced;Design and Construction;High;TRUE;;Overpass;Steel;;Standard;Total collapse of a cycle-pedestrian overpass over the Turin-Genoa railway line near Villanova d'Asti (Asti, Piemonte) on 15 November 2005. The collapse was spontaneous (triggered=FALSE), caused by design and construction defects rather than an external trigger, and two people were injured. The overpass carried a cycle-pedestrian path over the active railway line. The event prompted RFI and local authorities to inspect similar structures in the Asti province.
B06.06.01;augusta-2006;2006-06-24;Augusta;Siracusa;Sicilia;37.282008;15.119461;valley;Municipality of Augusta;Motorway;TC;1;14;TRUE;Human-induced;Impact;High;TRUE;;Viaduct;Reinforced concrete;;Flagship;Total collapse of a motorway/national road viaduct near Augusta (Siracusa, Sicily) on 24 June 2006, caused by the impact of a heavy goods vehicle that struck the structure. One person was killed and 14 were injured in the collapse. The event occurred on a valley-crossing viaduct in the Augusta industrial port area. Augusta is a major industrial hub with significant heavy vehicle traffic, and the area has historically been served by the SS114 and the developing A18 corridor. The collapse prompted investigations by the Procura di Siracusa.
B06.09.01;vallecrosia-2006;2006-09-15;Vallecrosia;Imperia;Liguria;43.786557;7.640638;urban area;Crosia stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge in the urban area over the Crosia stream in Vallecrosia (Imperia, Liguria) on 15 September 2006, triggered by hydraulic forces during intense autumn rainfall. Vallecrosia is a small coastal municipality in the Ponente Ligure where the Crosia is one of several minor streams that periodically flood during autumn storms. No fatalities or injuries were reported.
B08.05.01;frassino-2008;2008-05-28;Frassino;Cuneo;Piemonte;44.5709;7.2632;waterway;Varaita stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Varaita stream near Frassino (Cuneo, Piemonte) on 28 May 2008, triggered by intense rainfall causing the Varaita to flood. Frassino is a small municipality in the Valle Varaita in the Cuneo Alps. The Varaita is prone to sudden summer floods following intense convective storms. No fatalities or injuries were reported.
B08.05.02;usseglio-2008;2008-05-29;Usseglio;Torino;Piemonte;45.2305;7.2173;waterway;Stura di Viù stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Stura di Viù stream near Usseglio (Torino, Piemonte) on 29 May 2008, triggered by intense rainfall causing the mountain stream to overflow. Usseglio is a high-altitude municipality in the Valli di Lanzo in the Turin Alps. No fatalities or injuries were reported.
B08.10.01;capoterra-2008;2008-10-22;Capoterra;Cagliari;Sardegna;39.1529;8.9655;waterway;Rio San Girolamo;National;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte sul Rio San Girolamo;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a bridge on the SS195 (or adjacent national road infrastructure) over the Rio San Girolamo at Capoterra (Cagliari, Sardinia) on 22 October 2008, as part of the catastrophic flash flood that struck the coastal area. The event caused 4 deaths: Speranza Sollai (drowned in her home), Licia Zucca and Antonello Porcu (swept away while driving near Poggio dei Pini), and Annarita Lepori (overwhelmed by the Rio San Girolamo in spate). The expert appointed by the court stated that 106 mm fell in 30 minutes — possibly the largest flash flood in Italian history. The judicial investigation charged 8 people including the ex-mayor of Capoterra, ex-ANAS directors (accused specifically of failing to demolish an obstructing bridge on the Rio San Girolamo which contributed to the overflow), and Genio Civile/Protezione Civile officials. All were acquitted in first degree (2017) and on appeal (2020). Reconstruction of the collapsed bridge infrastructure began in January 2021.
B08.10.02;triei-2008;2008-11-27;Triei;Nuoro;Sardegna;40.020997;9.639428;waterway;Rio Cadula e Ardali;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rio Cadula e Ardali near Triei (Ogliastra, Sardinia) on 27 November 2008, triggered by severe autumn rainfall that struck eastern Sardinia. Triei is a small municipality in the Barbagia di Seulo area of Ogliastra. No fatalities or injuries were reported.
B08.10.03;tertenia-2008;2008-10-22;Tertenia;Nuoro;Sardegna;39.686956;9.576253;waterway;Rio Corongiu;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio Corongiu near Tertenia (Ogliastra, Sardinia) on 22 October 2008, triggered by the same extreme rainfall event that struck the Cagliari and Ogliastra areas on that date (part of the catastrophic Capoterra flood system). No fatalities directly attributed to this specific collapse.
