sep=;
source_id;event_id;source_title;source_type;source_role;publication_date;source_url;notes
"SRC0621";"B00.10.24";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0622";"B00.10.24";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0623";"B00.10.25";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0624";"B00.10.25";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0625";"B00.10.25";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0626";"B00.10.26";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0627";"B00.10.26";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0628";"B00.10.26";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0629";"B00.10.27";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0630";"B00.10.27";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0631";"B00.10.27";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0632";"B00.10.28";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0633";"B00.10.28";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0634";"B00.10.28";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0635";"B00.10.29";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0636";"B00.10.29";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0637";"B00.10.29";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0638";"B00.10.30";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0639";"B00.10.30";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0640";"B00.10.30";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0641";"B00.10.31";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0642";"B00.10.31";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0643";"B00.10.31";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0644";"B00.10.32";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0645";"B00.10.32";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0646";"B00.10.32";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0647";"B00.10.33";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0648";"B00.10.33";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0649";"B00.10.33";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0650";"B00.10.34";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0651";"B00.10.34";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0652";"B00.10.34";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0653";"B00.10.35";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0654";"B00.10.35";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0655";"B00.10.35";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0656";"B00.10.36";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0657";"B00.10.36";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0658";"B00.10.36";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0659";"B00.10.37";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0660";"B00.10.37";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0661";"B00.10.37";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0662";"B00.10.38";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0663";"B00.10.38";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0664";"B00.10.38";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0665";"B00.10.39";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0666";"B00.10.39";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0667";"B00.10.39";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0668";"B00.10.40";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0669";"B00.10.40";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0670";"B00.10.40";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0674";"B00.10.43";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0675";"B00.10.43";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0676";"B00.10.43";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
