"event_id","event_slug","date","municipality","province","province_code","province_key","province_raw","province_validation_status","region","latitude","longitude","bridge_crossing_type","bridge_crossing_name","destination_use","collapse_severity","victims","injuries","triggered","cause_category","specific_cause","failure_trigger","failure_process","component_involved","failure_cause_evidence","hydraulic_intelligence","source_confidence","exact_location","bridge_name","structural_type","material_type","construction_year","construction_year_numeric","construction_year_raw","curation_level","description"
"IT03.08.01","pontebba-2003","2003-08-29","Pontebba","Udine","30","udine","Udine","validated","Friuli-Venezia Giulia","46.4823","13.3001","waterway","Fella river","National","TC","0","0","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Deck / superstructure","Documented","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""deck_or_superstructure"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte di Pietratagliata","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the bridge over the Fella river connecting the fraction of Pietratagliata to the SS13 Pontebbana national road near Pontebba (Udine, Friuli-Venezia Giulia) on 29 August 2003, caused by the catastrophic flash flood that struck the Val Canale and Canal del Ferro area, with 400mm falling in a few hours — one of the most intense precipitation events ever recorded in the eastern Italian Alps. The collapse isolated the fraction of Pietratagliata for days. The broader event caused 2 deaths (Gerti Schnabl in Ugovizza, Bruno Urli in Malborghetto) and mobilised 2,687 civil protection volunteers. Reconstruction of the bridge and the SS13 access road required 6 years and €13.4 million. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P047 (accuratezza diagnosi dec=1): processo = carico idraulico sulla struttura; componenti danneggiate = impalcato; evidenza di sormonto = sì."
"IT03.09.01","massafra-2003","2003-09-08","Massafra","Taranto","73","taranto","Taranto","validated","Puglia","40.6013116311144","17.0716591058672","urban area","Contrada Piano di Cernera","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","High","false","Ponte di Cernera","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the Ponte di Cernera on the SP (ex-SP41) in the Contrada Piano di Cernera, territory of Massafra (Taranto, Apulia) on 8 September 2003, caused by the catastrophic flash flood that struck the western Taranto province with 212mm of rain in less than 24 hours at Massafra, 225mm at Castellaneta. The broader event killed two people (Cosimo Filiberto Fanelli and Domenico Quarato) and caused €28 million of damage in Palagiano alone. No fatalities directly attributed to this specific bridge collapse. The bridge was subsequently rebuilt but collapsed again during the October 2005 flood (B05.10.01), requiring a second reconstruction project managed by PPV Consulting. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT04.10.01","torino-di-sangro-marina-2004","2004-10-24","Torino di Sangro Marina","Chieti","69","chieti","Chieti","validated","Abruzzo","42.2343","14.5409","waterway","Sangro river","National","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Probable","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a national road bridge on the SS16 Adriatica over the Sangro river near Torino di Sangro Marina (Chieti, Abruzzo) on 24 October 2004, triggered by hydraulic forces during intense autumn rainfall causing the Sangro to flood. The Sangro is a major Abruzzese river flowing into the Adriatic Sea; its lower valley is prone to flooding during autumn and winter storms. No fatalities or injuries were reported. Citato nella letteratura tecnica (Convegno FABRE 2022) tra i crolli per scalzamento di pile in alveo."
"IT04.12.01","nuoro-2004","2004-12-08","Nuoro","Nuoro","91","nuoro","Nuoro","validated","Sardegna","40.3718","9.591","waterway","Taloro river","National","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a national road bridge over the Taloro river near Nuoro (Sardinia) on 8 December 2004, triggered by hydraulic forces during the severe autumn flooding that struck central Sardinia. The Taloro is a major tributary of the Tirso in the Nuoro province, known for powerful floods. No fatalities or injuries were reported. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT04.12.02","tramonti-di-sopra-2004","2004-12-15","Tramonti di Sopra","Pordenone","93","pordenone","Pordenone","validated","Friuli-Venezia Giulia","46.3068","12.7961","waterway","Vielia stream","National","TC","0","1","true","Human-induced","Design and Construction","Static load test","Bending","Deck / superstructure","Documented","","High","true","Ponte Chiavalir","Beam bridge","Steel","2004","2004","2004","Standard","Total collapse of the Ponte Chiavalir on the SR552 (Strada Regionale 552 del Passo Rest) over the torrente Vielia at Tramonti di Sopra (Pordenone, Friuli-Venezia Giulia) on 15 December 2004 at approximately 10:00, during a static load test (collaudo statico) one hour before the official commissioning ceremony. Three trucks loaded with gravel were placed on the 30-metre span to verify its structural capacity; the bridge bent into a V-shape and all three trucks fell into the Vielia stream. Driver Angelo Picotto (75, Mortegliano) was trapped in his cab and sustained non-serious injuries; the other two drivers escaped. Expert investigation attributed the collapse to missing bolts and irregularities in construction execution. In December 2011, the Cassazione confirmed convictions for 4 of 6 defendants: designer Michele Artusato (1 year), site manager Franco Fusciello (8 months), builders Walter Ortolan and Domenico Bruno (1 year 4 months), and surveyor Vigilio Ciriani (1 year). The DB lists municipality as Tramonti di Sotto — corrected to Tramonti di Sopra based on all sources."
"IT05.06.01","capo-di-ponte-2005","2005-06-27","Capo di Ponte","Brescia","17","brescia","Brescia","validated","Lombardia","46.0365","10.3479","waterway","Oglio river","National","TC","1","4","true","Human-induced","Design and Construction","Static load test","Other documented mode","Deck / superstructure","Documented","","High","true","","Beam bridge","Prestressed concrete","","","","Flagship","Total collapse of a national road bridge over the Oglio river on the SS42 del Tonale e della Mendola near Capo di Ponte (Brescia, Lombardy) on 27 June 2005. One person was killed and four were injured when the bridge structure failed. The collapse was attributed to design and construction defects. Capo di Ponte is a municipality in Val Camonica whose name derives from its historical position at the head of a bridge over the Oglio river; the SS42 is the main valley artery connecting the Brescia plain with the Alpine passes. The Procura di Brescia opened an investigation."
"IT05.10.01","massafra-2005","2005-10-08","Massafra","Taranto","73","taranto","Taranto","validated","Puglia","40.6171442428624","17.1290465724702","valley","Municipality of Massafra","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over a valley (gravina) in the municipality of Massafra (Taranto, Apulia) on 8 October 2005, triggered by hydraulic forces during the intense autumn rainfall that struck the Taranto area. Massafra is known for its deep gravina ravine system. No fatalities or injuries were reported. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT05.10.02","cassano-delle-murge-2005","2005-10-23","Cassano delle Murge","Bari","272","bari","Bari","validated","Puglia","40.9103","16.7601","road","SP184","Provincial/Regional","TC","5","2","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Flagship","Total collapse of the bridge on the SP184 provincial road over a dry riverbed near Cassano delle Murge (Bari, Apulia) on the night of 23 October 2005, triggered by the catastrophic rainfall event (equivalent to Apulia's entire annual average falling in three hours) that struck the Bari province. Five people were killed when their vehicles crossed or were near the bridge as it gave way. Two additional people were injured. The collapse occurred the night before the Eurostar 9410 train derailment (24 October 2005, 35 injured), both caused by the same exceptional meteorological event described by Protezione Civile president Guido Bertolaso as an 'exceptional climate event.' A car was also swept into the sea in Bari city during the same event, killing one more person. The broader event caused at least 7 deaths across Apulia. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P122 (accuratezza diagnosi dec=1): processo = carico idraulico sulla struttura; componenti danneggiate = spalle, impalcato; evidenza di sormonto = no."
"IT05.10.03","comune-di-adelfia-2005","2005-10-23","Comune di Adelfia","Bari","272","bari","Bari","validated","Puglia","41.0297","16.8336","road","SP21","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Approach embankment","Probable","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""approach_embankment"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the bridge on the SP21 provincial road near Adelfia (Bari, Apulia) on 23 October 2005, triggered by the same catastrophic rainfall event that destroyed the Cassano delle Murge bridge and caused the Eurostar 9410 derailment. The collapse flooded many roads and contributed to the isolation of parts of the Bari hinterland. No fatalities directly attributed to this specific collapse. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P123 (accuratezza diagnosi dec=0.5): processo = erosione del rilevato in alveo/golena; componenti danneggiate = rilevato di accesso; evidenza di sormonto = yes."
"IT05.11.01","villanova-d-asti-2005","2005-11-15","Villanova d'Asti","Asti","5","asti","Asti","validated","Piemonte","44.963093","7.948959","railway","Torino-Genova","Cycle-pedestrian","TC","0","2","false","Human-induced","Design and Construction","No identifiable external trigger","","Deck / superstructure","Probable","","High","true","","","Steel","","","","Standard","Total collapse of a cycle-pedestrian overpass over the Turin-Genoa railway line near Villanova d'Asti (Asti, Piemonte) on 15 November 2005. The collapse was spontaneous (triggered=FALSE), caused by design and construction defects rather than an external trigger, and two people were injured. The overpass carried a cycle-pedestrian path over the active railway line. The event prompted RFI and local authorities to inspect similar structures in the Asti province."
"IT06.06.01","augusta-2006","2006-06-24","Augusta","Siracusa","89","siracusa","Siracusa","validated","Sicilia","37.282008","15.119461","valley","Municipality of Augusta","Motorway","TC","1","14","true","Human-induced","Impact","Vehicle impact","Knocked down by external action","Deck / superstructure","Documented","","High","true","","Beam bridge","Reinforced concrete","","","","Flagship","Total collapse of a motorway/national road viaduct near Augusta (Siracusa, Sicily) on 24 June 2006, caused by the impact of a heavy goods vehicle that struck the structure. One person was killed and 14 were injured in the collapse. The event occurred on a valley-crossing viaduct in the Augusta industrial port area. Augusta is a major industrial hub with significant heavy vehicle traffic, and the area has historically been served by the SS114 and the developing A18 corridor. The collapse prompted investigations by the Procura di Siracusa."
"IT06.09.01","vallecrosia-2006","2006-09-15","Vallecrosia","Imperia","8","imperia","Imperia","validated","Liguria","43.786557","7.640638","urban area","Crosia stream","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a municipal bridge in the urban area over the Crosia stream in Vallecrosia (Imperia, Liguria) on 15 September 2006, triggered by hydraulic forces during intense autumn rainfall. Vallecrosia is a small coastal municipality in the Ponente Ligure where the Crosia is one of several minor streams that periodically flood during autumn storms. No fatalities or injuries were reported. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT08.05.01","frassino-2008","2008-05-28","Frassino","Cuneo","4","cuneo","Cuneo","validated","Piemonte","44.5709","7.2632","waterway","Varaita stream","Municipal","PC","0","0","true","Natural","Hydraulic","Flood","Bank erosion / embankment failure","Abutment","Documented","{""trigger"":""flood"",""failure_process"":""bank_erosion_or_embankment_failure"",""component_involved"":""abutment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Varaita stream near Frassino (Cuneo, Piemonte) on 28 May 2008, triggered by intense rainfall causing the Varaita to flood. Frassino is a small municipality in the Valle Varaita in the Cuneo Alps. The Varaita is prone to sudden summer floods following intense convective storms. No fatalities or injuries were reported. Rapporto preliminare sull'evento alluvionale del 28-30 maggio 2008 (ARPA Piemonte), schede di rilevamento: al Ponte del Cros (Frassino) l'attivita' torrentizia del Varaita erose la sponda destra a partire dal ponte: 'l'erosione di sponda ha prodotto la distruzione della spalla destra del ponte ed il conseguente crollo dell'impalcato per un tratto di circa 2 metri', nonostante durante la piena un mezzo meccanico liberasse la struttura dalla vegetazione fluitata."
"IT08.05.02","usseglio-2008","2008-05-29","Usseglio","Torino","201","torino","Torino","validated","Piemonte","45.2305","7.2173","waterway","Stura di Viù stream","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a municipal bridge over the Stura di Viù stream near Usseglio (Torino, Piemonte) on 29 May 2008, triggered by intense rainfall causing the mountain stream to overflow. Usseglio is a high-altitude municipality in the Valli di Lanzo in the Turin Alps. No fatalities or injuries were reported. Rapporto preliminare sull'evento alluvionale del 28-30 maggio 2008 (ARPA Piemonte), schede di rilevamento: Ponte Ramassere sulla Stura di Viu' (Usseglio), ore 18:00 del 29/5/2008: 'scalzamento della pila centrale del ponte, con conseguente crollo parziale'. Nota: il rapporto registra un crollo parziale mentre il DB indica crollo totale: verificare la severita'."
"IT08.10.01","capoterra-2008","2008-10-22","Capoterra","Cagliari","292","cagliari","Cagliari","validated","Sardegna","39.1529","8.9655","waterway","Rio San Girolamo","National","PC","0","0","true","Natural","Hydraulic","Flood","Other documented hydraulic process","Approach embankment","Documented","{""trigger"":""flood"",""failure_process"":""other_documented_hydraulic_process"",""component_involved"":""approach_embankment"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte sul Rio San Girolamo","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a bridge on the SS195 (or adjacent national road infrastructure) over the Rio San Girolamo at Capoterra (Cagliari, Sardinia) on 22 October 2008, as part of the catastrophic flash flood that struck the coastal area. The event caused 4 deaths: Speranza Sollai (drowned in her home), Licia Zucca and Antonello Porcu (swept away while driving near Poggio dei Pini), and Annarita Lepori (overwhelmed by the Rio San Girolamo in spate). The expert appointed by the court stated that 106 mm fell in 30 minutes — possibly the largest flash flood in Italian history. The judicial investigation charged 8 people including the ex-mayor of Capoterra, ex-ANAS directors (accused specifically of failing to demolish an obstructing bridge on the Rio San Girolamo which contributed to the overflow), and Genio Civile/Protezione Civile officials. All were acquitted in first degree (2017) and on appeal (2020). Reconstruction of the collapsed bridge infrastructure began in January 2021. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P053 (accuratezza diagnosi dec=1): processo = altro processo (es. colata detritica/frana); componenti danneggiate = rilevato di accesso; evidenza di sormonto = yes."
"IT08.10.02","triei-2008","2008-11-27","Triei","Nuoro","91","nuoro","Nuoro","validated","Sardegna","40.020997","9.639428","waterway","Rio Cadula e Ardali","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a municipal bridge over the Rio Cadula e Ardali near Triei (Ogliastra, Sardinia) on 27 November 2008, triggered by severe autumn rainfall that struck eastern Sardinia. Triei is a small municipality in the Barbagia di Seulo area of Ogliastra. No fatalities or injuries were reported. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT08.10.03","tertenia-2008","2008-10-22","Tertenia","Nuoro","91","nuoro","Nuoro","validated","Sardegna","39.686956","9.576253","waterway","Rio Corongiu","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Rio Corongiu near Tertenia (Ogliastra, Sardinia) on 22 October 2008, triggered by the same extreme rainfall event that struck the Cagliari and Ogliastra areas on that date (part of the catastrophic Capoterra flood system). No fatalities directly attributed to this specific collapse. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT08.11.01","orosei-2008","2008-11-30","Orosei","Nuoro","91","nuoro","Nuoro","validated","Sardegna","40.4213","9.7496","waterway","Rio sa Minda","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Rio sa Minda near Orosei (Nuoro, Sardinia) on 30 November 2008, triggered by severe autumn rainfall. Orosei is a coastal municipality in the Nuoro province facing the Gulf of Orosei. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P055 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = spalle, impalcato; evidenza di sormonto = no."
"IT08.12.01","nocera-terinese-2008","2008-12-12","Nocera Terinese","Catanzaro","79","catanzaro","Catanzaro","validated","Calabria","39.0415","16.1242","waterway","Savuto river","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Savuto river near Nocera Terinese (Catanzaro, Calabria) on 12 December 2008, triggered by intense winter rainfall causing the Savuto to flood. The Savuto valley in the Catanzaro-Cosenza border area is prone to hydraulic damage during winter storms. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P115 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile, impalcato; evidenza di sormonto = no."
"IT09.01.01","taurianova-2009","2009-01-13","Taurianova","Reggio Calabria","280","reggio-di-calabria","Reggio Calabria","name_mismatch_coordinates_resolved","Calabria","38.3593","15.9514","waterway","Marro stream","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Marro stream near Taurianova (Reggio Calabria, Calabria) on 13 January 2009, triggered by intense winter rainfall causing the stream to overflow. The Marro valley is chronically flood-prone. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P193 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile, impalcato; evidenza di sormonto = no."
"IT09.02.01","enna-2009","2009-02-01","Enna","Enna","86","enna","Enna","validated","Sicilia","37.569478","14.286408","valley","Enna's panoramic road","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","","","Unspecified","{""trigger"":""flood"",""failure_process"":null,""component_involved"":null,""evidence_level"":""unspecified"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Arch bridge","Masonry","","","","Standard","Total collapse of a viaduct on the panoramic provincial road of Enna (Sicily) on 1 February 2009, triggered by hydraulic phenomena during intense winter rainfall. This is a distinct event from a similar collapse on the same road in March 2015. No fatalities or injuries were reported. Piena documentata; meccanismo di dettaglio non ricostruibile dalle fonti disponibili."
"IT09.04.01","fossa-2009","2009-04-06","Fossa","L'Aquila","66","l-aquila","L'Aquila","validated","Abruzzo","42.304022","13.503194","waterway","Aterno river","Provincial/Regional","TC","0","0","true","Natural","Earthquake","Earthquake","Other documented mode","Pier / foundation","Probable","","High","true","Ponte di Fossa","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of the Ponte di Fossa, a 35-metre three-span continuous reinforced concrete bridge on the SR261 over the Aterno river providing access to the village of Fossa (L'Aquila, Abruzzo) during the M6.3 earthquake of 6 April 2009 at 03:32. Post-earthquake structural surveys revealed the bridge columns had been severely weakened by prior corrosion: steel bars were extensively exposed through thin covering concrete well before the earthquake. The seismic shaking caused failure of the already compromised columns. Fossa itself was among the most severely damaged municipalities, with most residential buildings destroyed. No fatalities directly attributed to this specific collapse (the broader earthquake caused 309 deaths)."
"IT09.04.02","l-aquila-2009","2009-04-06","L'Aquila","L'Aquila","66","l-aquila","L'Aquila","validated","Abruzzo","42.324169","13.478028","waterway","Aterno river","Municipal","PC","0","0","true","Natural","Earthquake","Earthquake","","","Unspecified","","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a municipal bridge over the Aterno river in L'Aquila (Abruzzo) on 6 April 2009 during the M6.3 earthquake. Infrastructure damage to bridges and roads across the L'Aquila valley was a significant element of the overall disaster, which caused 309 deaths. No fatalities directly attributed to this specific collapse."
"IT09.04.03","scoppito-2009","2009-04-06","Scoppito","L'Aquila","66","l-aquila","L'Aquila","validated","Abruzzo","42.351958","13.281139","waterway","Raio river","Provincial/Regional","PC","0","0","true","Natural","Earthquake","Earthquake","","","Unspecified","","High","true","","Beam bridge","Reinforced concrete","","","","Standard","Partial collapse of a provincial/regional bridge over the Raio river near Scoppito (L'Aquila, Abruzzo) on 6 April 2009 during the M6.3 earthquake. Scoppito, located northwest of L'Aquila near the epicentral zone, suffered significant structural damage to buildings and infrastructure. No fatalities directly attributed to this specific collapse."
"IT09.04.04","piacenza-2009","2009-04-30","Piacenza","Piacenza","33","piacenza","Piacenza","coordinate_mismatch","Emilia-Romagna","45.0625","9.7045","waterway","Po river","National","TC","0","3","true","Natural","Hydraulic","Flood","Overtopping / hydrodynamic action","Multiple components","Probable","{""trigger"":""flood"",""failure_process"":""overtopping_or_hydrodynamic_action"",""component_involved"":""multiple_components"",""evidence_level"":""probable"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte sul Po SS9 Piacenza","Truss","Steel","1949","1949","1949","Standard","Total collapse of a northern span of the Ponte della Via Emilia (SS9) over the Po river between San Rocco al Porto (Lodi) and Piacenza on 30 April 2009, triggered by the exceptional flooding of the Po during a major rainfall event that raised river levels by over 6 metres. A bridge pillar failed, causing the northern carriageway deck — carrying four vehicles at the moment of collapse — to sink into the river. By a miracle no one was killed; three automobilists were injured. The 1949 reinforced concrete bridge, approximately 1 kilometre long, had been carrying Via Emilia traffic for 60 years and was a key link between Emilia-Romagna and Lombardy. A judicial investigation into culpable collapse charged five ANAS directors; all were acquitted in January 2015 for insufficient evidence. Tesi accolta dal Tribunale di Lodi (2015, imputati assolti): la piena straordinaria del Po provoco' lo spostamento di una pila, con impatto sulle pile di materiale terroso, piccole barche fluviali e pontoni; perse l'appoggio la sella Gerber dell'impalcato metallico. Respinta la tesi della sola carenza manutentiva."
"IT09.05.01","gela-2009","2009-05-21","Gela","Caltanisetta","85","caltanissetta","Caltanisetta","name_mismatch_coordinates_resolved","Sicilia","37.1856","14.1474","valley","SS626","National","TC","0","3","false","Human-induced","Design and Construction","No identifiable external trigger","Other documented mode","Pier / foundation","Documented","","High","true","","Beam bridge","Prestressed concrete","","","","Standard","Total collapse of a viaduct span on the SS626 national road near Gela (Caltanissetta, Sicily) on 21 May 2009. With collapse=TC and triggered=FALSE, the failure was spontaneous, attributed to design and construction defects rather than an external trigger. Three people sustained injuries in the incident. The SS626 corridor in Sicily has been repeatedly affected by viaduct failures (cf. Viadotto Verdura 2013, Viadotto Petrulla 2014) attributable to the poor quality of 1970s–80s construction on geologically unstable terrain."
"IT09.12.01","palagano-2009","2009-12-31","Palagano","Modena","36","modena","Modena","validated","Emilia-Romagna","44.381","10.6223","waterway","Dragone stream","Municipal","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Pier / foundation","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""pier_foundation"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a municipal bridge over the Dragone stream near Palagano (Modena, Emilia-Romagna) on 31 December 2009, triggered by hydraulic forces during intense end-of-year rainfall. Palagano is a mountain municipality in the northern Apennines where the Dragone stream flows. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR, suppl. S3, record P166 (dec=1; abbinato per anno 2009 + coordinate, dist. 0.00 km): processo = erosione verticale (scour); componenti danneggiate = pile; evidenza di sormonto = no."
"IT10.01.01","cicala-2010","2010-01-28","Cicala","Catanzaro","79","catanzaro","Catanzaro","validated","Calabria","39.0098","16.4812","waterway","Corace river","Railway","TC","1","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","High","true","Ponte ferroviario sul Corace (FCL)","Arch bridge","Masonry","","","","Standard","Total collapse of the railway bridge over the Corace river on the Ferrovia Cosenza-Catanzaro Lido (FCL, ex Calabro-Lucane) between the stations of Cicala and San Pietro Apostolo (Catanzaro, Calabria) on 28 January 2010, triggered by the flooding of the Corace during exceptional winter rainfall. One fatality was recorded: a maintenance worker of the Ventura company was swept away by the floodwaters at the bridge site. Only the prompt intervention of the train driver, who braked before reaching the collapsed section, prevented a catastrophic rail accident. The FCL line was suspended and remained closed until 4 August 2011 — a closure of 18 months. The structure replaced a previous masonry bridge that had already collapsed in the 1970s and was known to be vulnerable to the notoriously powerful flash floods of the Corace. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P149 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile, impalcato; evidenza di sormonto = no. Historic masonry/stone arch bridge; collapse caused by scour of the pier foundation due to intense fluvial erosion during the flood."
"IT10.03.01","simeri-crichi-2010","2010-03-10","Simeri Crichi","Catanzaro","79","catanzaro","Catanzaro","validated","Calabria","38.9198","16.6731","waterway","Simeri river","Provincial/Regional","TC","0","0","true","Natural","Hydraulic","Flood","Scour","Multiple components","Documented","{""trigger"":""flood"",""failure_process"":""scour"",""component_involved"":""multiple_components"",""evidence_level"":""documented"",""taxonomy_version"":""hydraulic-v2""}","Medium","true","","Beam bridge","Reinforced concrete","","","","Standard","Total collapse of a provincial/regional bridge over the Simeri river near Simeri Crichi (Catanzaro, Calabria) on 10 March 2010, triggered by hydraulic forces during the intense winter rainfall that caused widespread flooding across the Catanzaro province. The Simeri river, flowing through the Catanzaro hinterland towards the Ionian coast, frequently floods during intense rainfall events. No fatalities or injuries were reported. Database ponti fluviali danneggiati di D'Angelo, Ballio & Ravazzani (2025), IJDRR 'Geomorphologic risk factors for river bridges', suppl. S3, record P197 (accuratezza diagnosi dec=1): processo = erosione verticale (scour); componenti danneggiate = pile, impalcato; evidenza di sormonto = no."
